Nombre,Latitud,Longitud,Pais,Siglas,Tipo,Poblacion
Tinley Park,41.567,-87.805,Estados Unidos,USA,Ciudad,55773
Ovar,40.8667,-8.6333,Portugal,PRT,Capital Provincia,55398
Apatity,67.5675,33.3933,Rusia,RUS,Ciudad,55713
Azul,-36.7833,-59.85,Argentina,ARG,Capital Provincia,55728
Taua,-6.0028,-40.2928,Brasil,BRA,Ciudad,55716
Diamond Bar,33.9991,-117.8161,Estados Unidos,USA,Ciudad,55720
Mulanay,13.5222,122.4042,Filipinas,PHL,Ciudad,55576
Pittsfield,42.4517,-73.2605,Estados Unidos,USA,Ciudad,55697
Narbonne,43.1836,3.0042,Francia,FRA,Capital Provincia,55375
Asturias,10.5679,123.7172,Filipinas,PHL,Ciudad,55397
Eagle Pass,28.7125,-100.484,Estados Unidos,USA,Ciudad,55686
Narutocho-mitsuishi,34.1667,134.6167,Japón,JPN,Ciudad,55264
Aran Bidgol,34.0578,51.4842,Irán,IRN,Capital Provincia,55651
Mercedes,14.1093,123.0109,Filipinas,PHL,Ciudad,55334
Limoeiro,-7.875,-35.45,Brasil,BRA,Ciudad,55439
Monte Mor,-22.9467,-47.315,Brasil,BRA,Ciudad,55409
Canterbury,51.28,1.08,Reino Unido,GBR,Ciudad,54880
Lenexa,38.9609,-94.8018,Estados Unidos,USA,Ciudad,55625
Corby,52.4877,-0.7013,Reino Unido,GBR,Ciudad,54927
Hazleton,40.9504,-75.9724,Estados Unidos,USA,Ciudad,55604
El Banco,9.0008,-73.9744,Colombia,COL,Capital Provincia,55530
Manapla,10.958,123.123,Filipinas,PHL,Ciudad,55083
Twin Falls,42.5645,-114.4615,Estados Unidos,USA,Ciudad,55556
Brookhaven,33.8744,-84.3314,Estados Unidos,USA,Ciudad,55554
Schweinfurt,50.05,10.2333,Alemania,DEU,Ciudad,54032
Horizonte,-4.0989,-38.4958,Brasil,BRA,Ciudad,55187
Villarrica,-39.2667,-72.2167,Chile,CHL,Ciudad,55478
Porirua,-41.1333,174.85,Nueva Zelanda,NZL,Ciudad,55218
Novato,38.092,-122.5576,Estados Unidos,USA,Ciudad,55516
Tigard,45.4237,-122.7845,Estados Unidos,USA,Ciudad,55514
Hoogeveen,52.7167,6.4667,Netherlands,NLD,Capital Provincia,55224
Jaguaquara,-13.5308,-39.9708,Brasil,BRA,Ciudad,55449
San Remo,43.8175,7.775,Italia,ITA,Ciudad,54529
Hyeres,43.1199,6.1316,Francia,FRA,Ciudad,55069
Yamasa,18.7667,-70.0167,República Dominicana,DOM,Ciudad,55348
Abington,40.1108,-75.1146,Estados Unidos,USA,Ciudad,55459
Rolim de Moura,-11.7254,-61.7778,Brasil,BRA,Ciudad,55407
Aurora,44.0,-79.4667,Canadá,CAN,Ciudad,55445
Bitonto,41.1083,16.6917,Italia,ITA,Ciudad,55127
Barbalha,-7.305,-39.3019,Brasil,BRA,Ciudad,55323
Highland,34.1113,-117.1654,Estados Unidos,USA,Ciudad,55417
La Roche-sur-Yon,46.6705,-1.426,Francia,FRA,Capital Provincia,54766
Dearborn Heights,42.3164,-83.2769,Estados Unidos,USA,Ciudad,55353
Puttur,13.45,79.55,India,IND,Ciudad,54092
Songlindian,39.41,115.9235,China,CHN,Ciudad,54467
San Isidro,15.2667,120.9,Filipinas,PHL,Ciudad,54372
Hattingen,51.3992,7.1858,Alemania,DEU,Ciudad,54562
Bad Homburg,50.2292,8.6105,Alemania,DEU,Capital Provincia,54248
Pombal,39.9161,-8.6281,Portugal,PRT,Capital Provincia,55217
Christchurch,50.73,-1.78,Reino Unido,GBR,Ciudad,54210
Grapevine,32.9343,-97.0744,Estados Unidos,USA,Ciudad,55281
Islampur,26.27,88.2,India,IND,Ciudad,54340
Modica,36.8672,14.7614,Italia,ITA,Ciudad,54530
Chino,35.9956,138.1589,Japón,JPN,Ciudad,55018
Fond du Lac,43.7718,-88.4396,Estados Unidos,USA,Ciudad,55209
Punganuru,13.3667,78.5833,India,IND,Ciudad,54746
Hacienda Heights,33.997,-117.9728,Estados Unidos,USA,Ciudad,55188
Juruti,-2.1519,-56.0919,Brasil,BRA,Ciudad,55179
Nandod,21.8704,73.5026,India,IND,Ciudad,54923
Melton,-37.6833,144.5833,Australia,AUS,Ciudad,54455
Konan,35.0042,136.085,Japón,JPN,Ciudad,54392
Apple Valley,44.7457,-93.2006,Estados Unidos,USA,Ciudad,55135
Tiquisate,14.2833,-91.3667,Guatemala,GTM,Capital Provincia,54983
Chicopee,42.1764,-72.5719,Estados Unidos,USA,Ciudad,55126
Carigara,11.3,124.6833,Filipinas,PHL,Ciudad,54656
Funato,34.2564,135.3111,Japón,JPN,Ciudad,53714
Vannes,47.6559,-2.7603,Francia,FRA,Capital Provincia,53438
Zhushan,23.6889,120.7289,Taiwán,TWN,Ciudad,54870
Ucuma,-12.85,15.0667,Angola,AGO,Ciudad,55054
Santa Isabel,-23.3158,-46.2208,Brasil,BRA,Ciudad,54926
San Gil,6.555,-73.1336,Colombia,COL,Capital Provincia,54687
Keighley,53.867,-1.911,Reino Unido,GBR,Ciudad,53331
Estancia,11.45,123.15,Filipinas,PHL,Ciudad,53200
Cathedral City,33.8363,-116.4642,Estados Unidos,USA,Ciudad,55007
Huaishu,38.0828,115.0591,China,CHN,Ciudad,54246
Vicosa do Ceara,-3.5619,-41.0919,Brasil,BRA,Ciudad,54955
Pontevedra,10.3667,122.8833,Filipinas,PHL,Ciudad,54502
Porto Ferreira,-21.8539,-47.4789,Brasil,BRA,Ciudad,54761
Indaial,-26.8978,-49.2319,Brasil,BRA,Ciudad,54854
Alenquer,-1.9419,-54.7378,Brasil,BRA,Ciudad,54960
Sara,11.25,123.0167,Filipinas,PHL,Ciudad,54637
Barreirinhas,-2.7469,-42.8258,Brasil,BRA,Ciudad,54930
Delano,35.767,-119.2637,Estados Unidos,USA,Ciudad,54917
Minamiuonuma,37.0667,138.8833,Japón,JPN,Ciudad,54820
Bentonville,36.3546,-94.2306,Estados Unidos,USA,Ciudad,54909
Stonecrest,33.6842,-84.1372,Estados Unidos,USA,Ciudad,54903
Sakurai,34.5189,135.8519,Japón,JPN,Ciudad,54346
Santa Cruz,13.4833,122.0333,Filipinas,PHL,Ciudad,54692
Kettering,39.6957,-84.1495,Estados Unidos,USA,Ciudad,54855
Mali,23.1277,104.7029,China,CHN,Capital Provincia,54511
Sarpsborg,59.2839,11.1096,Noruega,NOR,Capital Provincia,54678
Colton,34.0538,-117.3254,Estados Unidos,USA,Ciudad,54824
Pulheim,51.0,6.8,Alemania,DEU,Ciudad,54071
Cholet,47.06,-0.8783,Francia,FRA,Capital Provincia,54186
Annaka,36.3264,138.8872,Japón,JPN,Ciudad,54602
Xielu,37.0359,115.6922,China,CHN,Ciudad,53692
Kingston,41.9295,-73.9968,Estados Unidos,USA,Ciudad,54791
Ostroleka,53.0833,21.5667,Polonia,POL,Capital Provincia,52900
Taquara,-29.6508,-50.7808,Brasil,BRA,Ciudad,54643
Terneuzen,51.2931,3.8339,Netherlands,NLD,Capital Provincia,54589
Dandarah,26.1422,32.6697,Egipto,EGY,Ciudad,53109
Monte Santo,-10.4378,-39.3328,Brasil,BRA,Ciudad,54733
Chota,-6.55,-78.65,Peru,PER,Ciudad,54611
Lingen,52.5233,7.3172,Alemania,DEU,Ciudad,54422
Jinchang,38.4858,112.9643,China,CHN,Capital Provincia,54533
Masinloc,15.5333,119.95,Filipinas,PHL,Ciudad,54529
Teramo,42.6589,13.7039,Italia,ITA,Capital Provincia,54338
San Manuel,16.0656,120.6667,Filipinas,PHL,Ciudad,54271
Bad Salzuflen,52.0875,8.7506,Alemania,DEU,Ciudad,54127
West Haven,41.2739,-72.9672,Estados Unidos,USA,Ciudad,54620
Chenab Nagar,31.75,72.9167,Pakistán,PAK,Ciudad,53965
Dayin,38.9358,115.7102,China,CHN,Ciudad,53868
Nihonmatsu,37.5847,140.4314,Japón,JPN,Ciudad,54447
Trento,8.0459,126.0614,Filipinas,PHL,Ciudad,54492
Cava de' Tirreni,40.7008,14.7056,Italia,ITA,Ciudad,53130
St. Cloud,28.2294,-81.2829,Estados Unidos,USA,Ciudad,54579
Chivilcoy,-34.9,-60.0167,Argentina,ARG,Capital Provincia,54514
Montesilvano,42.5119,14.1373,Italia,ITA,Ciudad,54194
Tapas,11.2667,122.5333,Filipinas,PHL,Ciudad,54423
Sao Jose do Rio Pardo,-21.5958,-46.8889,Brasil,BRA,Ciudad,54388
Kotka,60.4667,26.9458,Finlandia,FIN,Capital Provincia,54319
Shidong,23.6193,112.0701,China,CHN,Ciudad,54347
Kavala,40.9396,24.4069,Grecia,GRC,Capital Provincia,54027
Qingan,46.8719,127.5118,China,CHN,Capital Provincia,53206
Huixtla,15.1429,-92.5122,México,MEX,Capital Provincia,54332
Palmaner,13.2,78.75,India,IND,Ciudad,54035
Normal,40.5218,-88.9881,Estados Unidos,USA,Ciudad,54469
Minalabac,13.5667,123.1833,Filipinas,PHL,Ciudad,53981
Tlacotepec,18.6882,-97.6489,México,MEX,Capital Provincia,52508
Itupeva,-23.1531,-47.0578,Brasil,BRA,Ciudad,54128
Pinto,40.25,-3.7,España,ESP,Ciudad,53537
Sado,38.0183,138.3683,Japón,JPN,Ciudad,54304
Siena,43.3183,11.3314,Italia,ITA,Capital Provincia,53901
El Rama,12.2333,-84.3043,Nicaragua,NIC,Capital Provincia,54337
Hanyu,36.1728,139.5486,Japón,JPN,Ciudad,53431
Jalor,25.35,72.6167,India,IND,Ciudad,54081
Kaliyaganj,25.63,88.32,India,IND,Ciudad,53530
Cachoeiras de Macacu,-22.4628,-42.6528,Brasil,BRA,Ciudad,54273
Milford,41.2256,-73.0616,Estados Unidos,USA,Ciudad,54328
Tarma,-11.4167,-75.6833,Peru,PER,Ciudad,54078
Frejus,43.433,6.737,Francia,FRA,Ciudad,53786
Zarafshon Shahri,41.5667,64.2,Uzbekistán,UZB,Ciudad,54300
Xingcheng,40.1399,118.303,China,CHN,Ciudad,52814
Valle del Guamuez,0.4253,-76.9053,Colombia,COL,Ciudad,54237
Vikarabad,17.33,77.9,India,IND,Ciudad,53143
Hashtpar,37.7992,48.9053,Irán,IRN,Capital Provincia,54178
Ruteng,-8.6118,120.4698,Indonesia,IDN,Capital Provincia,53976
Rotorua,-38.1378,176.2514,Nueva Zelanda,NZL,Ciudad,54204
Ixhuatlan de Madero,20.6833,-98.0167,México,MEX,Capital Provincia,54132
Narva,59.3792,28.2006,Estonia,EST,Capital Provincia,53424
Barra,-11.0889,-43.1419,Brasil,BRA,Ciudad,54188
Tokmok,42.839,75.291,Kirguistán,KGZ,Ciudad,53231
Zhigulevsk,53.4,49.5,Rusia,RUS,Ciudad,53407
Arroyo Grande,35.1241,-120.5845,Estados Unidos,USA,Ciudad,54177
Kampen,52.55,5.9,Netherlands,NLD,Capital Provincia,53779
Titay,7.8682,122.5613,Filipinas,PHL,Ciudad,53994
Tagkawayan,13.9667,122.5333,Filipinas,PHL,Ciudad,54003
Acara,-1.9608,-48.1969,Brasil,BRA,Ciudad,54080
Baduria,22.74,88.79,India,IND,Ciudad,52493
Avellino,40.9153,14.7897,Italia,ITA,Capital Provincia,53908
Dholka,22.72,72.47,India,IND,Ciudad,53792
Minnetonka,44.9322,-93.4598,Estados Unidos,USA,Ciudad,54064
Cuenca,40.0667,-2.15,España,ESP,Capital Provincia,53988
Puerto Libertador,7.8881,-75.6717,Colombia,COL,Capital Provincia,53990
Shali,43.15,45.9,Rusia,RUS,Capital Provincia,53807
Cabagan,17.4333,121.7667,Filipinas,PHL,Ciudad,53897
New Plymouth,-39.0578,174.0742,Nueva Zelanda,NZL,Ciudad,53988
Tajumulco,15.0839,-91.9233,Guatemala,GTM,Capital Provincia,53791
Tuni,17.35,82.55,India,IND,Ciudad,53425
Wayne,40.9481,-74.2453,Estados Unidos,USA,Ciudad,53954
La Lima,15.433,-87.917,Honduras,HND,Ciudad,53492
Liski,50.9822,39.4994,Rusia,RUS,Ciudad,53897
Markala,13.6739,-6.075,Malí,MLI,Ciudad,53738
Tres Pontas,-21.3669,-45.5128,Brasil,BRA,Ciudad,53860
Jaggayyapeta,16.892,80.0976,India,IND,Ciudad,53530
Yucaipa,34.0336,-117.0429,Estados Unidos,USA,Ciudad,53921
Svobodnyy,51.3833,128.1333,Rusia,RUS,Ciudad,53678
Salo,60.3831,23.1331,Finlandia,FIN,Capital Provincia,53890
Impasugong,8.3,125.0,Filipinas,PHL,Ciudad,53863
Brunswick,31.145,-81.474,Estados Unidos,USA,Ciudad,53914
Bijar,35.8741,47.5937,Irán,IRN,Capital Provincia,53871
Magpet,7.1167,125.1167,Filipinas,PHL,Ciudad,53800
Kitaotao,7.6397,125.0089,Filipinas,PHL,Ciudad,53796
Williamsport,41.2398,-77.0371,Estados Unidos,USA,Ciudad,53861
Sao Francisco do Sul,-26.2428,-48.6378,Brasil,BRA,Ciudad,53746
Sao Francisco,-15.9489,-44.8639,Brasil,BRA,Ciudad,53828
Hamada,34.8992,132.08,Japón,JPN,Ciudad,53753
Sibonga,10.0333,123.5667,Filipinas,PHL,Ciudad,53424
Pasacao,13.5167,123.05,Filipinas,PHL,Ciudad,53461
Kongoussi,13.3333,-1.5333,Burkina Faso,BFA,Capital Provincia,53641
Union,42.1258,-76.0329,Estados Unidos,USA,Ciudad,53779
Ajuy,11.1725,123.0196,Filipinas,PHL,Ciudad,53462
Port Shepstone,-30.7411,30.4547,Sudáfrica,ZAF,Ciudad,52793
Huesca,42.1333,-0.4167,España,ESP,Capital Provincia,53429
Nordhorn,52.4333,7.0667,Alemania,DEU,Capital Provincia,53403
Elyria,41.3761,-82.1063,Estados Unidos,USA,Ciudad,53757
Leesburg,39.1058,-77.5544,Estados Unidos,USA,Ciudad,53727
Elda,38.4789,-0.7967,España,ESP,Ciudad,52551
Mount Prospect,42.0641,-87.9375,Estados Unidos,USA,Ciudad,53719
Marco de Canavezes,41.1833,-8.15,Portugal,PRT,Capital Provincia,53450
Dauis,9.6253,123.8658,Filipinas,PHL,Capital Provincia,52492
Krasnokamsk,58.0833,55.75,Rusia,RUS,Ciudad,53631
Upata,8.0204,-62.41,Venezuela,VEN,Capital Provincia,53685
Guiuan,11.0333,125.7333,Filipinas,PHL,Ciudad,53361
Velletri,41.6667,12.7833,Italia,ITA,Ciudad,53188
Wetzlar,50.5667,8.5,Alemania,DEU,Capital Provincia,52954
Enerhodar,47.4989,34.6558,Ucrania,UKR,Capital Provincia,53567
Bristol,40.1216,-74.8667,Estados Unidos,USA,Ciudad,53649
Pinellas Park,27.8589,-82.7078,Estados Unidos,USA,Ciudad,53637
Frechen,50.9167,6.8167,Alemania,DEU,Ciudad,52473
Zhangjiazhuang,38.1753,114.7395,China,CHN,Ciudad,52604
Neustadt,49.3443,8.1952,Alemania,DEU,Capital Provincia,53148
Encarnacion de Diaz,21.5167,-102.2333,México,MEX,Capital Provincia,53555
Anzio,41.4472,12.6283,Italia,ITA,Ciudad,52381
Naka,36.4575,140.4867,Japón,JPN,Ciudad,53035
Acireale,37.6125,15.1656,Italia,ITA,Ciudad,52269
Pijijiapan,15.6867,-93.2092,México,MEX,Capital Provincia,53525
Bellevue,41.1535,-95.9357,Estados Unidos,USA,Ciudad,53544
West Sacramento,38.5557,-121.5504,Estados Unidos,USA,Ciudad,53519
Lucban,14.1133,121.5569,Filipinas,PHL,Ciudad,53091
Frutal,-20.025,-48.9408,Brasil,BRA,Ciudad,53468
Gudermes,43.35,46.1,Rusia,RUS,Capital Provincia,52908
Pirapora,-17.3478,-44.9436,Brasil,BRA,Ciudad,53368
Yangmei,22.8728,112.7802,China,CHN,Ciudad,53224
Mutsu,41.2931,141.1831,Japón,JPN,Ciudad,53393
Barbosa,6.4375,-75.3306,Colombia,COL,Capital Provincia,53167
Xincheng,39.9883,112.4673,China,CHN,Capital Provincia,52903
Apopka,28.7014,-81.5304,Estados Unidos,USA,Ciudad,53447
Olimpia,-20.7369,-48.915,Brasil,BRA,Ciudad,53360
Pryluky,50.6,32.4,Ucrania,UKR,Capital Provincia,53395
Lewiston,46.3934,-116.9934,Estados Unidos,USA,Ciudad,53384
Barobo,8.55,126.2,Filipinas,PHL,Capital Provincia,53146
Molave,8.0833,123.4833,Filipinas,PHL,Ciudad,53140
Hervey Bay,-25.29,152.84,Australia,AUS,Ciudad,52073
Santo Estevao,-12.43,-39.2508,Brasil,BRA,Ciudad,53193
Yaozhuangcun,30.9113,120.9573,China,CHN,Ciudad,52619
Capivari,-22.995,-47.5078,Brasil,BRA,Ciudad,53152
Sao Bento do Una,-8.5228,-36.4439,Brasil,BRA,Ciudad,53242
Buenavista,10.7,122.6333,Filipinas,PHL,Ciudad,52899
Millcreek,42.0861,-80.1193,Estados Unidos,USA,Ciudad,53297
Grand Island,40.9214,-98.3584,Estados Unidos,USA,Ciudad,53296
Aurora,7.9484,123.5819,Filipinas,PHL,Ciudad,52995
Akbou,36.4667,4.5333,Argelia,DZA,Ciudad,52282
Tame,6.4583,-71.7447,Colombia,COL,Capital Provincia,53266
Palm Desert,33.7378,-116.3695,Estados Unidos,USA,Ciudad,53275
Cangucu,-31.395,-52.6758,Brasil,BRA,Ciudad,53259
Acu,-5.5769,-36.9089,Brasil,BRA,Ciudad,53227
Karlovac,45.4931,15.5558,Croacia,HRV,Ciudad,53134
Vyksa,55.3194,42.1731,Rusia,RUS,Ciudad,53219
Kalamata,37.0378,22.1111,Grecia,GRC,Capital Provincia,53041
San Bartolome,27.9254,-15.5726,España,ESP,Ciudad,53066
Passau,48.5667,13.4667,Alemania,DEU,Capital Provincia,52469
Leopoldina,-21.5319,-42.6428,Brasil,BRA,Ciudad,53145
Milford city,41.2256,-73.0625,Estados Unidos,USA,Ciudad,53195
San Severo,41.6951,15.3793,Italia,ITA,Ciudad,53015
Watertown,43.9734,-75.9094,Estados Unidos,USA,Ciudad,53163
Acopiara,-6.095,-39.4528,Brasil,BRA,Ciudad,53135
Sagua la Grande,22.8086,-80.0711,Cuba,CUB,Capital Provincia,53077
Hamtic,10.7,121.9833,Filipinas,PHL,Ciudad,52685
Pasaje,-3.3269,-79.8049,Ecuador,ECU,Ciudad,52673
Little Elm,33.1856,-96.929,Estados Unidos,USA,Ciudad,53126
Padre Garcia,13.8833,121.2167,Filipinas,PHL,Ciudad,51853
Chambersburg,39.9315,-77.6556,Estados Unidos,USA,Ciudad,53083
Peabody,42.5335,-70.9724,Estados Unidos,USA,Ciudad,53070
Wylie,33.0362,-96.5161,Estados Unidos,USA,Ciudad,53067
Manicore,-5.8089,-61.3,Brasil,BRA,Ciudad,53053
Beaufort,32.4597,-80.7235,Estados Unidos,USA,Ciudad,53051
Arsenyev,44.1667,133.2667,Rusia,RUS,Ciudad,52471
Mercedes,-34.65,-59.4333,Argentina,ARG,Capital Provincia,52949
Ahlen,51.7633,7.8911,Alemania,DEU,Ciudad,52582
Venkatagiri,13.9667,79.5833,India,IND,Ciudad,52688
DeSoto,32.5992,-96.8633,Estados Unidos,USA,Ciudad,52988
Sihor,21.7,71.97,India,IND,Ciudad,52603
Sison,16.1667,120.5167,Filipinas,PHL,Ciudad,52320
Alvarado,18.7811,-95.7572,México,MEX,Capital Provincia,52927
Mafra,-26.1108,-49.805,Brasil,BRA,Ciudad,52912
Lorica,9.2419,-75.816,Colombia,COL,Capital Provincia,52771
Chone,-0.6833,-80.1,Ecuador,ECU,Ciudad,52810
Tomiya,38.4,140.8953,Japón,JPN,Ciudad,51859
Imaricho-ko,33.2647,129.8808,Japón,JPN,Ciudad,52694
Bani,16.1869,119.8592,Filipinas,PHL,Ciudad,52603
Jangaon,17.72,79.18,India,IND,Ciudad,52394
Usa,33.5319,131.3494,Japón,JPN,Ciudad,52767
Kobryn,52.2167,24.3667,Bielorrusia,BLR,Capital Provincia,52843
Poprad,49.05,20.3,Eslovaquia,SVK,Capital Provincia,52037
Mongagua,-24.0869,-46.6289,Brasil,BRA,Ciudad,52492
Edina,44.8914,-93.3602,Estados Unidos,USA,Ciudad,52857
San Joaquin,10.6,122.0833,Filipinas,PHL,Ciudad,52617
Wolfenbuttel,52.1622,10.5369,Alemania,DEU,Capital Provincia,52174
Krasnokamensk,50.1,118.0333,Rusia,RUS,Ciudad,52811
Tutoia,-2.7619,-42.2739,Brasil,BRA,Ciudad,52788
Canoinhas,-26.1769,-50.39,Brasil,BRA,Ciudad,52765
Uniao da Vitoria,-26.23,-51.0858,Brasil,BRA,Ciudad,52735
San Jose Villa de Allende,19.3747,-100.1475,México,MEX,Capital Provincia,52641
Capitao Poco,-1.745,-47.065,Brasil,BRA,Ciudad,52768
Colmenar Viejo,40.6589,-3.7658,España,ESP,Ciudad,52480
Minami-Soma,37.6422,140.9572,Japón,JPN,Ciudad,52619
Wheaton,41.8561,-88.1083,Estados Unidos,USA,Ciudad,52745
Thongwa,16.7547,96.5193,Birmania,MMR,Ciudad,52496
Huaiyang,37.7558,114.5364,China,CHN,Ciudad,50859
Beykoz,41.125,29.1056,Turquía,TUR,Capital Provincia,51689
Alesund,62.4723,6.1549,Noruega,NOR,Capital Provincia,52163
Burauen,10.9833,124.9,Filipinas,PHL,Ciudad,52511
Ibajay,11.8167,122.1667,Filipinas,PHL,Ciudad,52364
Naguilian,16.5333,120.4,Filipinas,PHL,Ciudad,52189
Jaen,-5.6992,-78.8009,Peru,PER,Ciudad,52493
Torrelavega,43.3531,-4.0458,España,ESP,Ciudad,51237
Granja,-3.12,-40.8258,Brasil,BRA,Ciudad,52645
Pacora,9.08,-79.28,Panamá,PAN,Capital Provincia,52494
An Nabk,34.025,36.7344,Siria,SYR,Capital Provincia,52502
Miyakojima,24.8056,125.2811,Japón,JPN,Ciudad,52390
Bato,13.3561,123.3639,Filipinas,PHL,Ciudad,52155
Horishni Plavni,49.0107,33.6562,Ucrania,UKR,Ciudad,52167
Mandamari,18.9822,79.4811,India,IND,Ciudad,52352
Sertolovo,60.1417,30.2119,Rusia,RUS,Ciudad,52535
President Roxas,7.1544,125.0558,Filipinas,PHL,Ciudad,52512
Lacey,47.046,-122.7934,Estados Unidos,USA,Ciudad,52592
Claveria,8.61,124.8947,Filipinas,PHL,Ciudad,52478
Qabqa,36.2814,100.6131,China,CHN,Capital Provincia,52500
Caetite,-14.0689,-42.475,Brasil,BRA,Ciudad,52531
Summerville,33.0015,-80.1799,Estados Unidos,USA,Ciudad,52549
Vyazma,55.2103,34.285,Rusia,RUS,Ciudad,52506
Alaminos,14.0635,121.2451,Filipinas,PHL,Ciudad,51619
Boa Viagem,-5.1278,-39.7319,Brasil,BRA,Ciudad,52498
Tamboril,19.48,-70.6,República Dominicana,DOM,Ciudad,51695
Diu,20.715,70.9844,India,IND,Ciudad,52074
Pordenone,45.9626,12.6563,Italia,ITA,Capital Provincia,51127
Marechal Deodoro,-9.71,-35.895,Brasil,BRA,Ciudad,52260
Parsippany-Troy Hills,40.8601,-74.4238,Estados Unidos,USA,Ciudad,52407
Roman,46.93,26.93,Rumanía,ROU,Ciudad,50713
Sape,-7.095,-35.2328,Brasil,BRA,Ciudad,52218
Girardota,6.3769,-75.4461,Colombia,COL,Capital Provincia,51662
Ibbenburen,52.2778,7.7167,Alemania,DEU,Ciudad,51904
Kleve,51.79,6.14,Alemania,DEU,Capital Provincia,51845
Navirai,-23.065,-54.1908,Brasil,BRA,Ciudad,52367
Taxco de Alarcon,18.5564,-99.605,México,MEX,Capital Provincia,52217
Leon,10.7808,122.3894,Filipinas,PHL,Ciudad,51990
Delmiro Gouveia,-9.3858,-37.9958,Brasil,BRA,Ciudad,52262
Civitavecchia,42.1,11.8,Italia,ITA,Ciudad,51595
Welland,42.9833,-79.2333,Canadá,CAN,Ciudad,52293
Jaguariuna,-22.68,-46.99,Brasil,BRA,Ciudad,51907
Basankusu,1.2222,19.8028,República Democrática del Congo,COD,Ciudad,52216
Novovolynsk,50.7333,24.1667,Ucrania,UKR,Ciudad,52188
Abdul Hakim,30.5522,72.1278,Pakistán,PAK,Ciudad,51494
Cruz del Eje,-30.7333,-64.8,Argentina,ARG,Capital Provincia,52172
Portel,-1.9358,-50.8208,Brasil,BRA,Ciudad,52172
Granadilla de Abona,28.1167,-16.5833,España,ESP,Ciudad,51850
Belorechensk,44.7667,39.8667,Rusia,RUS,Capital Provincia,52082
Buique,-8.6233,-37.1564,Brasil,BRA,Ciudad,52105
Maricopa,33.0404,-112.0006,Estados Unidos,USA,Ciudad,52127
Stratford,41.207,-73.1305,Estados Unidos,USA,Ciudad,52120
Villareal,39.9378,-0.1014,España,ESP,Ciudad,51130
Albu Kamal,34.45,40.9186,Siria,SYR,Capital Provincia,52020
Wangjiazhai,26.6895,104.8043,China,CHN,Ciudad,51869
Izumi,32.0906,130.3528,Japón,JPN,Ciudad,51893
San Onofre,9.7372,-75.5256,Colombia,COL,Capital Provincia,51991
Trinidad,21.8,-79.9667,Cuba,CUB,Capital Provincia,51994
Porto Feliz,-23.215,-47.5239,Brasil,BRA,Ciudad,51928
Lompoc,34.6618,-120.4714,Estados Unidos,USA,Ciudad,52020
Mabini,13.7167,120.9,Filipinas,PHL,Ciudad,50858
Timashevsk,45.6167,38.9333,Rusia,RUS,Capital Provincia,51925
Calvia,39.5657,2.5062,España,ESP,Ciudad,51567
Eilat,29.55,34.95,Israel,ISR,Ciudad,51935
Parobe,-29.6289,-50.835,Brasil,BRA,Ciudad,51502
Metpalli,18.8297,78.5878,India,IND,Ciudad,50902
Howell,40.1819,-74.1977,Estados Unidos,USA,Ciudad,51959
Caldas da Rainha,39.4069,-9.1363,Portugal,PRT,Capital Provincia,51729
Gwadar,25.1264,62.3225,Pakistán,PAK,Capital Provincia,51901
Bando,36.0483,139.8889,Japón,JPN,Ciudad,51511
Caramoan,13.7707,123.8631,Filipinas,PHL,Ciudad,51728
El Bagre,7.6047,-74.8086,Colombia,COL,Capital Provincia,51862
Battipaglia,40.6167,14.9833,Italia,ITA,Ciudad,51005
Cardona,14.4861,121.2289,Filipinas,PHL,Ciudad,50143
Kentwood,42.8852,-85.5925,Estados Unidos,USA,Ciudad,51898
Berriozabal,16.7985,-93.2716,México,MEX,Capital Provincia,51722
Covilha,40.2833,-7.5,Portugal,PRT,Capital Provincia,51797
Bad Kreuznach,49.8469,7.8669,Alemania,DEU,Capital Provincia,50948
Pola de Siero,43.3833,-5.65,España,ESP,Ciudad,51608
Livingston,55.8834,-3.5157,Reino Unido,GBR,Ciudad,50826
Shimencun,30.6263,120.4409,China,CHN,Ciudad,51021
Levittown,40.1537,-74.853,Estados Unidos,USA,Ciudad,51818
Itupiranga,-5.135,-49.3269,Brasil,BRA,Ciudad,51806
Mulongo,-7.8349,26.9985,República Democrática del Congo,COD,Ciudad,51603
Karvina,49.8542,18.5428,República Checa,CZE,Ciudad,50902
Huazangsi,36.9836,103.1265,China,CHN,Capital Provincia,51603
Tsukubamirai,35.9631,140.0372,Japón,JPN,Ciudad,51134
Solnechnogorsk,56.1844,36.995,Rusia,RUS,Ciudad,51612
Caleta Olivia,-46.4333,-67.5333,Argentina,ARG,Ciudad,51733
Sierra Vista,31.563,-110.3153,Estados Unidos,USA,Ciudad,51731
Woerden,52.0858,4.8833,Netherlands,NLD,Capital Provincia,51156
Mazara del Vallo,37.6517,12.5875,Italia,ITA,Ciudad,51488
Tulsipur,28.1278,82.2956,Nepal,NPL,Ciudad,51537
El Talar de Pacheco,-34.4719,-58.655,Argentina,ARG,Ciudad,50426
Campo Belo,-20.8969,-45.2769,Brasil,BRA,Ciudad,51544
Guapimirim,-22.5369,-42.9819,Brasil,BRA,Ciudad,51483
Chieti,42.3511,14.1674,Italia,ITA,Capital Provincia,50770
Rovigo,45.0809,11.794,Italia,ITA,Capital Provincia,51149
Sao Miguel do Guama,-1.6269,-47.4828,Brasil,BRA,Ciudad,51567
